"region","arbetsställets sektortillhörighet","år",Förvärvsarbetande 16+ år med bostad i regionen (nattbefolkning) (RAMS)
"0880 Kalmar","kommunalt ägda företag och organisationer","2012",940
"0880 Kalmar","kommunalt ägda företag och organisationer","2013",928
"0880 Kalmar","kommunalt ägda företag och organisationer","2014",905
"0880 Kalmar","kommunalt ägda företag och organisationer","2015",876
"0880 Kalmar","kommunalt ägda företag och organisationer","2016",906
"0880 Kalmar","kommunalt ägda företag och organisationer","2017",943
"0881 Nybro","primärkommunal förvaltning","2008",2024
"0881 Nybro","primärkommunal förvaltning","2009",2019
"0881 Nybro","primärkommunal förvaltning","2010",2080
"0881 Nybro","primärkommunal förvaltning","2011",2050
"0881 Nybro","primärkommunal förvaltning","2012",2067
"0881 Nybro","primärkommunal förvaltning","2013",2123
"0881 Nybro","primärkommunal förvaltning","2014",2071
"0881 Nybro","primärkommunal förvaltning","2015",2119
"0881 Nybro","primärkommunal förvaltning","2016",2144
"0881 Nybro","primärkommunal förvaltning","2017",2194
"0881 Nybro","landsting","2008",289
"0881 Nybro","landsting","2009",282
"0881 Nybro","landsting","2010",288
"0881 Nybro","landsting","2011",314
"0881 Nybro","landsting","2012",321
"0881 Nybro","landsting","2013",329
"0881 Nybro","landsting","2014",322
"0881 Nybro","landsting","2015",329
"0881 Nybro","landsting","2016",346
"0881 Nybro","landsting","2017",361
"0881 Nybro","kommunalt ägda företag och organisationer","2008",147
"0881 Nybro","kommunalt ägda företag och organisationer","2009",149
"0881 Nybro","kommunalt ägda företag och organisationer","2010",153
"0881 Nybro","kommunalt ägda företag och organisationer","2011",157
"0881 Nybro","kommunalt ägda företag och organisationer","2012",150
"0881 Nybro","kommunalt ägda företag och organisationer","2013",127
"0881 Nybro","kommunalt ägda företag och organisationer","2014",119
"0881 Nybro","kommunalt ägda företag och organisationer","2015",119
"0881 Nybro","kommunalt ägda företag och organisationer","2016",127
"0881 Nybro","kommunalt ägda företag och organisationer","2017",130
"0882 Oskarshamn","primärkommunal förvaltning","2008",2918
"0882 Oskarshamn","primärkommunal förvaltning","2009",2784
"0882 Oskarshamn","primärkommunal förvaltning","2010",2744
"0882 Oskarshamn","primärkommunal förvaltning","2011",2686
"0882 Oskarshamn","primärkommunal förvaltning","2012",2695
"0882 Oskarshamn","primärkommunal förvaltning","2013",2683
"0882 Oskarshamn","primärkommunal förvaltning","2014",2646
"0882 Oskarshamn","primärkommunal förvaltning","2015",2523
"0882 Oskarshamn","primärkommunal förvaltning","2016",2626
"0882 Oskarshamn","primärkommunal förvaltning","2017",2661
"0882 Oskarshamn","landsting","2008",690
"0882 Oskarshamn","landsting","2009",685
"0882 Oskarshamn","landsting","2010",687
"0882 Oskarshamn","landsting","2011",693
"0882 Oskarshamn","landsting","2012",732
"0882 Oskarshamn","landsting","2013",721
"0882 Oskarshamn","landsting","2014",737
"0882 Oskarshamn","landsting","2015",723
"0882 Oskarshamn","landsting","2016",732
"0882 Oskarshamn","landsting","2017",760
"0882 Oskarshamn","kommunalt ägda företag och organisationer","2008",206
"0882 Oskarshamn","kommunalt ägda företag och organisationer","2009",221
"0882 Oskarshamn","kommunalt ägda företag och organisationer","2010",196
"0882 Oskarshamn","kommunalt ägda företag och organisationer","2011",195
"0882 Oskarshamn","kommunalt ägda företag och organisationer","2012",172
"0882 Oskarshamn","kommunalt ägda företag och organisationer","2013",167
"0882 Oskarshamn","kommunalt ägda företag och organisationer","2014",160
"0882 Oskarshamn","kommunalt ägda företag och organisationer","2015",164
"0882 Oskarshamn","kommunalt ägda företag och organisationer","2016",155
"0882 Oskarshamn","kommunalt ägda företag och organisationer","2017",163
"0883 Västervik","primärkommunal förvaltning","2008",3919
"0883 Västervik","primärkommunal förvaltning","2009",3802
"0883 Västervik","primärkommunal förvaltning","2010",3820
"0883 Västervik","primärkommunal förvaltning","2011",3720
"0883 Västervik","primärkommunal förvaltning","2012",3542
"0883 Västervik","primärkommunal förvaltning","2013",3421
"0883 Västervik","primärkommunal förvaltning","2014",3478
"0883 Västervik","primärkommunal förvaltning","2015",3628
"0883 Västervik","primärkommunal förvaltning","2016",3764
"0883 Västervik","primärkommunal förvaltning","2017",3848
"0883 Västervik","landsting","2008",1733
"0883 Västervik","landsting","2009",1754
"0883 Västervik","landsting","2010",1767
"0883 Västervik","landsting","2011",1762
"0883 Västervik","landsting","2012",1752
"0883 Västervik","landsting","2013",1758
"0883 Västervik","landsting","2014",1778
"0883 Västervik","landsting","2015",1790
"0883 Västervik","landsting","2016",1834
"0883 Västervik","landsting","2017",1828
"0883 Västervik","kommunalt ägda företag och organisationer","2008",207
"0883 Västervik","kommunalt ägda företag och organisationer","2009",217
"0883 Västervik","kommunalt ägda företag och organisationer","2010",221
"0883 Västervik","kommunalt ägda företag och organisationer","2011",282
"0883 Västervik","kommunalt ägda företag och organisationer","2012",290
"0883 Västervik","kommunalt ägda företag och organisationer","2013",307
"0883 Västervik","kommunalt ägda företag och organisationer","2014",336
"0883 Västervik","kommunalt ägda företag och organisationer","2015",367
"0883 Västervik","kommunalt ägda företag och organisationer","2016",383
"0883 Västervik","kommunalt ägda företag och organisationer","2017",364
"0884 Vimmerby","primärkommunal förvaltning","2008",1683
"0884 Vimmerby","primärkommunal förvaltning","2009",1679
"0884 Vimmerby","primärkommunal förvaltning","2010",1661
"0884 Vimmerby","primärkommunal förvaltning","2011",1553
"0884 Vimmerby","primärkommunal förvaltning","2012",1568
"0884 Vimmerby","primärkommunal förvaltning","2013",1570
"0884 Vimmerby","primärkommunal förvaltning","2014",1582
"0884 Vimmerby","primärkommunal förvaltning","2015",1563
"0884 Vimmerby","primärkommunal förvaltning","2016",1646
"0884 Vimmerby","primärkommunal förvaltning","2017",1700
"0884 Vimmerby","landsting","2008",231
"0884 Vimmerby","landsting","2009",227
"0884 Vimmerby","landsting","2010",230
"0884 Vimmerby","landsting","2011",229
"0884 Vimmerby","landsting","2012",228
"0884 Vimmerby","landsting","2013",238
"0884 Vimmerby","landsting","2014",254
"0884 Vimmerby","landsting","2015",278
"0884 Vimmerby","landsting","2016",267
"0884 Vimmerby","landsting","2017",248
"0884 Vimmerby","kommunalt ägda företag och organisationer","2008",136
"0884 Vimmerby","kommunalt ägda företag och organisationer","2009",140
"0884 Vimmerby","kommunalt ägda företag och organisationer","2010",166
"0884 Vimmerby","kommunalt ägda företag och organisationer","2011",106
"0884 Vimmerby","kommunalt ägda företag och organisationer","2012",107
"0884 Vimmerby","kommunalt ägda företag och organisationer","2013",111
"0884 Vimmerby","kommunalt ägda företag och organisationer","2014",121
"0884 Vimmerby","kommunalt ägda företag och organisationer","2015",113
"0884 Vimmerby","kommunalt ägda företag och organisationer","2016",114
"0884 Vimmerby","kommunalt ägda företag och organisationer","2017",100
"0885 Borgholm","primärkommunal förvaltning","2008",1058
"0885 Borgholm","primärkommunal förvaltning","2009",1035
"0885 Borgholm","primärkommunal förvaltning","2010",1043
"0885 Borgholm","primärkommunal förvaltning","2011",1049
"0885 Borgholm","primärkommunal förvaltning","2012",1050
"0885 Borgholm","primärkommunal förvaltning","2013",1030
"0885 Borgholm","primärkommunal förvaltning","2014",1050
"0885 Borgholm","primärkommunal förvaltning","2015",1078
"0885 Borgholm","primärkommunal förvaltning","2016",1145
"0885 Borgholm","primärkommunal förvaltning","2017",1135
"0885 Borgholm","landsting","2008",178
"0885 Borgholm","landsting","2009",163
"0885 Borgholm","landsting","2010",159
"0885 Borgholm","landsting","2011",152
"0885 Borgholm","landsting","2012",152
"0885 Borgholm","landsting","2013",154
"0885 Borgholm","landsting","2014",160
"0885 Borgholm","landsting","2015",176
"0885 Borgholm","landsting","2016",167
"0885 Borgholm","landsting","2017",159
"0885 Borgholm","kommunalt ägda företag och organisationer","2008",202
"0885 Borgholm","kommunalt ägda företag och organisationer","2009",192
"0885 Borgholm","kommunalt ägda företag och organisationer","2010",177
"0885 Borgholm","kommunalt ägda företag och organisationer","2011",177
"0885 Borgholm","kommunalt ägda företag och organisationer","2012",173
"0885 Borgholm","kommunalt ägda företag och organisationer","2013",162
"0885 Borgholm","kommunalt ägda företag och organisationer","2014",153
"0885 Borgholm","kommunalt ägda företag och organisationer","2015",159
"0885 Borgholm","kommunalt ägda företag och organisationer","2016",156
"0885 Borgholm","kommunalt ägda företag och organisationer","2017",164
"0980 Gotland","primärkommunal förvaltning","2008",7649
"0980 Gotland","primärkommunal förvaltning","2009",7283
"0980 Gotland","primärkommunal förvaltning","2010",6883
"0980 Gotland","primärkommunal förvaltning","2011",6869
"0980 Gotland","primärkommunal förvaltning","2012",6785
"0980 Gotland","primärkommunal förvaltning","2013",6928
"0980 Gotland","primärkommunal förvaltning","2014",7063
"0980 Gotland","primärkommunal förvaltning","2015",7096
"0980 Gotland","primärkommunal förvaltning","2016",7249
"0980 Gotland","primärkommunal förvaltning","2017",7217
"0980 Gotland","landsting","2008",35
"0980 Gotland","landsting","2009",31
"0980 Gotland","landsting","2010",39
"0980 Gotland","landsting","2011",33
"0980 Gotland","landsting","2012",45
"0980 Gotland","landsting","2013",38
"0980 Gotland","landsting","2014",43
"0980 Gotland","landsting","2015",40
"0980 Gotland","landsting","2016",38
"0980 Gotland","landsting","2017",37
"0980 Gotland","kommunalt ägda företag och organisationer","2008",125
"0980 Gotland","kommunalt ägda företag och organisationer","2009",126
"0980 Gotland","kommunalt ägda företag och organisationer","2010",131
"0980 Gotland","kommunalt ägda företag och organisationer","2011",129
"0980 Gotland","kommunalt ägda företag och organisationer","2012",132
"0980 Gotland","kommunalt ägda företag och organisationer","2013",135
"0980 Gotland","kommunalt ägda företag och organisationer","2014",144
"0980 Gotland","kommunalt ägda företag och organisationer","2015",151
"0980 Gotland","kommunalt ägda företag och organisationer","2016",158
"0980 Gotland","kommunalt ägda företag och organisationer","2017",160
"1060 Olofström","primärkommunal förvaltning","2008",1246
"1060 Olofström","primärkommunal förvaltning","2009",1212
"1060 Olofström","primärkommunal förvaltning","2010",1208
"1060 Olofström","primärkommunal förvaltning","2011",1203
"1060 Olofström","primärkommunal förvaltning","2012",1237
"1060 Olofström","primärkommunal förvaltning","2013",1236
"1060 Olofström","primärkommunal förvaltning","2014",1273
"1060 Olofström","primärkommunal förvaltning","2015",1306
"1060 Olofström","primärkommunal förvaltning","2016",1390
"1060 Olofström","primärkommunal förvaltning","2017",1439
"1060 Olofström","landsting","2008",127
"1060 Olofström","landsting","2009",134
"1060 Olofström","landsting","2010",124
"1060 Olofström","landsting","2011",112
"1060 Olofström","landsting","2012",109
"1060 Olofström","landsting","2013",114
"1060 Olofström","landsting","2014",122
"1060 Olofström","landsting","2015",122
"1060 Olofström","landsting","2016",121
"1060 Olofström","landsting","2017",113
"1060 Olofström","kommunalt ägda företag och organisationer","2008",116
"1060 Olofström","kommunalt ägda företag och organisationer","2009",134
"1060 Olofström","kommunalt ägda företag och organisationer","2010",134
"1060 Olofström","kommunalt ägda företag och organisationer","2011",129
"1060 Olofström","kommunalt ägda företag och organisationer","2012",131
"1060 Olofström","kommunalt ägda företag och organisationer","2013",132
"1060 Olofström","kommunalt ägda företag och organisationer","2014",116
"1060 Olofström","kommunalt ägda företag och organisationer","2015",150
"1060 Olofström","kommunalt ägda företag och organisationer","2016",155
"1060 Olofström","kommunalt ägda företag och organisationer","2017",156
"1080 Karlskrona","primärkommunal förvaltning","2008",6068
"1080 Karlskrona","primärkommunal förvaltning","2009",5878
"1080 Karlskrona","primärkommunal förvaltning","2010",5889
"1080 Karlskrona","primärkommunal förvaltning","2011",5879
"1080 Karlskrona","primärkommunal förvaltning","2012",5876
"1080 Karlskrona","primärkommunal förvaltning","2013",5962
"1080 Karlskrona","primärkommunal förvaltning","2014",6081
"1080 Karlskrona","primärkommunal förvaltning","2015",6161
"1080 Karlskrona","primärkommunal förvaltning","2016",6547
"1080 Karlskrona","primärkommunal förvaltning","2017",6720
"1080 Karlskrona","landsting","2008",3034
"1080 Karlskrona","landsting","2009",2953
"1080 Karlskrona","landsting","2010",2985
"1080 Karlskrona","landsting","2011",2902
"1080 Karlskrona","landsting","2012",2963
"1080 Karlskrona","landsting","2013",2980
"1080 Karlskrona","landsting","2014",3075
"1080 Karlskrona","landsting","2015",3130
"1080 Karlskrona","landsting","2016",3209
"1080 Karlskrona","landsting","2017",3247
"1080 Karlskrona","kommunalt ägda företag och organisationer","2008",411
"1080 Karlskrona","kommunalt ägda företag och organisationer","2009",444
"1080 Karlskrona","kommunalt ägda företag och organisationer","2010",443
"1080 Karlskrona","kommunalt ägda företag och organisationer","2011",407
"1080 Karlskrona","kommunalt ägda företag och organisationer","2012",423
"1080 Karlskrona","kommunalt ägda företag och organisationer","2013",456
"1080 Karlskrona","kommunalt ägda företag och organisationer","2014",439
"1080 Karlskrona","kommunalt ägda företag och organisationer","2015",459
"1080 Karlskrona","kommunalt ägda företag och organisationer","2016",495
